user_id,item_list
24146,7172 3876 4704 17506 4703 4702 10067 7651 4844 5127
11105,15841 8418 58 1210 12892 6356 6794 15429 11000 3020
1154,10843 18077 8242 8842 12991 1632 509 3537 1631 1566
105,3620 14281 15429 6202 14319 12479 8630 3984 5723 4488
29159,4139 16355 588 16580 9203 6201 5729 9174 3075 3593
9999,3655 6530 8982 8541 8865 8700 5722 4000 17584 5054
15048,50 18150 18158 18168 5686 8853 18157 17523 96 18143
11787,4762 10297 15222 4763 5331 16265 9227 13918 4784 4751
28541,16166 4367 16715 3654 5273 15740 8535 3827 9230 660
13217,13838 6232 4108 13206 436 8534 12612 12085 15908 2575
24025,17303 12401 5529 10567 4959 12409 8564 8854 16306 10821
4591,14011 9692 3620 5940 8203 126 17342 11321 15676 4179
5468,14522 2586 12469 735 11734 6629 7437 5897 13009 5895
27100,17955 9039 3233 15141 11233 6640 17604 6641 7642 6768
28227,3094 1212 8542 6886 6036 3984 4396 7473 8936 6817
29285,4983 3992 4832 5929 6374 8359 7662 3629 4771 6917
13698,13831 5458 10914 6169 16592 7596 4361 3584 17595 6528
10406,2818 9467 9448 8179 16405 3726 12521 1077 5982 129
22068,5868 6667 6844 9103 16224 4102 11327 344 5275 5714
12219,6342 3813 14250 3102 7870 12627 5471 5296 5175 18280
485,6404 3991 11394 18300 6478 5560 5280 12763 3877 6793
12157,7870 10078 12233 13037 9147 4410 3970 1661 12938 5142
28978,728 8567 5750 15228 8666 5418 8554 7672 11734 9466
6306,3546 2599 17109 1464 4169 6368 4632 7626 11191 6404
22253,8179 4102 15299 12019 6881 4105 5918 6341 5113 5921
17490,4410 4279 9814 4034 9093 10067 12469 4035 4931 10167
29670,14879 4737 192 4693 16145 7687 10142 11260 17895 14909
5308,6760 3547 74 7480 643 6903 7576 8171 8500 8202
27807,53 8414 11249 16096 6358 6159 3566 8924 8825 5475
3953,8940 2005 5331 4448 10111 14852 4221 11191 3535 14847
25777,16376 4359 5532 14496 11325 9303 9302 5301 6757 4053
30084,7190 15962 4458 4984 8666 8519 4676 8515 4459 3997
291,12470 4627 5681 6903 11300 6133 3517 12472 144 6276
5991,17599 8483 11211 6416 5184 6911 4182 4770 4625 4128
25049,10808 16659 4128 15852 4738 18094 15841 5927 5275 17140
20871,4361 7671 5936 14727 5115 9224 5845 642 16226 13657
17512,5838 3568 10178 4343 1065 6648 10287 9138 5542 8390
12288,15299 15030 16097 5520 6518 6123 11906 7346 11734 4629
20076,4344 9712 10232 3841 8390 7602 18301 9940 1023 3611
23388,10446 4627 12728 14501 3877 2747 15674 2738 15119 7824
12698,17791 686 5299 4318 6930 6486 5115 13838 9715 15954
2789,17945 3830 8411 4721 6375 14244 3651 3529 12469 7580
5568,9718 6374 15156 9562 5114 15122 6589 3604 10649 3075
11132,15908 10141 14864 10117 6919 13838 6545 11733 6918 7671
8905,13298 540 8638 817 7174 4418 3606 13569 4411 7931
24401,8534 7672 6981 6427 4209 9448 15416 10726 16206 8214
20225,6785 3119 1882 8858 5711 6018 5649 4359 4561 8367
12464,18166 6780 5387 192 6778 3658 5714 2835 5696 8481
1622,5338 10139 10227 12051 8874 4795 4755 4671 3883 5560
3455,231 5067 5926 7688 4522 5719 3992 4434 7931 5612
961,10466 5590 17307 16255 5012 17955 7139 15139 1921 8172
20380,9014 3902 17600 5289 4439 6733 4696 187 10650 1456
3175,9266 8445 4762 729 15831 8516 4967 3897 704 4440
14129,5153 470 4905 15473 9885 9039 7310 4187 13936 13918
12542,3006 4361 4596 14451 6662 3829 7329 732 4018 7688
7812,18290 6776 4219 566 5297 3903 3656 5291 6237 5300
23018,8389 15812 12517 15801 8380 11239 4968 16163 4383 4399
1294,7135 3074 14959 7478 4657 7139 3901 227 8306 3972
9127,2331 11200 5360 3363 1475 3105 14867 6258 8523 4827
557,16304 4489 11733 1070 5336 4434 4343 3991 7006 9477
9645,8564 10039 4365 10024 5065 16659 17600 11353 9477 9126
17640,18100 5637 4984 4209 7496 5051 15737 373 5458 5444
17482,3922 5293 5051 13602 2776 4882 6289 4870 4862 5112
22800,14030 18352 18260 9172 6526 14162 7612 14855 11937 7595
22383,8317 2484 7598 16387 10771 11857 6466 18290 15892 6446
30083,4399 15102 3575 18335 8202 7518 17995 8012 10914 3654
21127,4102 18481 12595 5520 6392 5331 13836 8213 10469 3897
21778,8635 8481 4280 4279 10078 8666 5143 6404 9314 4266
27940,8535 4179 9031 15118 11264 9448 6359 6018 6344 669
5828,17957 9485 9759 12066 4352 4279 13590 6448 5196 12461
7809,4342 14879 7041 6136 7006 494 7146 9103 13651 17752
10424,5296 15398 1212 5291 4669 4640 9714 7640 4671 9033
20086,18268 8872 8899 217 8414 222 5113 7963 172 17324
24010,4748 187 4653 5297 6943 6344 8635 6404 4094 4747
24615,12980 3758 6391 5069 12051 5275 15003 10829 5926 4278
30576,7971 13344 7870 10469 6884 4722 2103 9622 10848 12135
14617,4598 9128 2908 6828 5392 4693 12839 7931 3059 17506
9522,4396 14317 12339 8107 8230 6662 5193 8833 16230 311
13964,911 189 3995 15130 8906 11062 1487 11082 18150 13836
18013,6202 8556 8555 6648 17043 7172 7584 12763 14614 15458
15023,6368 7951 13871 10400 10238 6948 5279 16659 995 11882
25646,4251 8627 5725 4703 3542 5275 507 4704 18101 10077
5662,5128 9244 7301 3123 4070 657 8638 11218 3509 8854
12614,9153 10220 15680 15222 8211 6213 7657 15509 6834 16303
15610,15765 15687 5926 10469 13633 4057 7190 3102 8984 3727
11883,14353 6046 8872 13849 8982 5613 16184 6340 7340 7320
9420,9411 14501 865 15140 12229 15107 12277 1188 10067 5416
1480,11191 10067 3555 10277 194 7880 3554 17752 197 11254
16444,7642 17732 4880 2586 5223 8244 187 8481 3705 192
6114,3976 3616 10650 5645 3534 6938 1464 17498 4696 5128
6738,6496 18182 16696 7527 15755 4083 16712 10960 6662 5191
13573,8797 4166 18078 4279 6900 3962 5723 4778 3572 15188
30482,7672 5432 5525 8309 3629 4151 6214 8564 11732 6552
9737,1819 6292 5562 6545 9856 8347 10068 4124 11191 15030
25038,4396 4136 5481 5590 5040 4365 4133 5211 25 7493
11087,6834 1459 10829 4755 11139 15674 18408 13208 8125 3896
15029,12812 5061 5044 9303 3897 12410 3815 2586 10067 4968
6976,9204 9014 380 15496 8436 3591 8701 5147 12469 4795
3139,4280 18300 4344 12415 6099 3900 6121 10585 678 5737
20610,5722 6445 4199 3805 8694 4986 5203 1634 5624 6816
8477,5196 16255 12648 7064 4481 7508 8483 6695 5610 10466
18391,6028 3655 14353 8239 3750 660 10125 3770 10923 7651
9727,10844 15205 4627 10960 1894 15705 15147 15704 2310 10843
11507,3653 8872 14515 2709 15907 10813 4627 6404 10055 4199
11740,7607 6798 7708 8445 2352 9236 6276 3838 9228 12469
12062,1321 4720 3658 10469 14329 8160 14311 5560 5677 10602
5883,3525 4128 16661 4280 4983 16463 14087 9612 4297 194
15149,1611 11468 3951 4057 4067 17556 5100 4367 1649 194
8431,4806 7317 12355 10302 4010 16219 8347 5613 3831 6789
26291,4986 6289 5707 16220 3541 16317 7662 5741 16200 7310
14128,21 5519 14727 468 8564 17677 2920 17580 7127 2952
8614,10618 11221 5432 4728 724 8028 5560 4844 7496 8668
6322,7259 4568 8981 4418 4626 9910 9948 10068 5499 7304
1127,5728 5016 1398 4984 1262 17288 2231 1105 3183 13709
22592,11099 10068 5714 6831 8309 4256 14319 17479 8308 5260
16566,7661 8205 3580 8481 14440 16283 6893 3124 7699 4687
14357,5169 4359 3059 10139 11339 18243 7393 17598 16376 17963
21544,4418 3610 9948 4279 10813 9605 4280 10575 8840 3074
6286,4242 1010 10227 2352 3743 3879 14282 8445 4200 8638
1020,15675 1212 15589 8073 14972 11733 18343 724 735 17599
1676,18061 2776 5297 10686 10469 4192 3192 4416 4785 13331
11490,9448 15386 114 3051 12707 6881 7457 11140 10652 4010
6834,5410 189 7199 11417 8803 9109 6070 17076 9451 6018
12613,5745 13672 2692 7324 16573 4627 3922 10710 4829 13657
29858,12792 6505 8481 13863 16176 5296 7320 18323 16782 16178
21430,4629 10078 13670 12409 17 5289 17870 15503 256 6798
12071,9037 4634 3564 5469 17864 5156 4658 4657 1943 7489
1942,4795 6530 10117 5481 5555 5058 5556 10914 4627 3897
9495,13253 4217 6857 8783 13173 4155 16664 4340 10195 15892
13423,17951 11214 8009 15855 3232 8915 5114 9143 2386 9229
16900,4155 7172 1967 14894 736 4844 10227 15908 13837 2835
7842,10856 4695 7065 3392 15841 14101 8455 5866 3694 3767
19304,10016 8908 9208 15558 4094 15457 15359 4967 10499 6289
27414,5142 5297 8725 12472 9109 3604 3752 9305 17955 12995
29099,10055 9448 12589 11650 6934 8604 3251 6350 7190 6214
7425,4719 15988 4728 5479 5661 9132 5196 5920 13853 4399
22672,15099 15100 9461 12187 8186 3105 12249 10636 12000 5192
18146,5112 4959 17947 13590 6802 11405 6292 13159 16269 6018
27458,4220 7293 4693 9932 5245 210 4703 16199 6159 4037
12693,10197 16211 13325 8831 15223 10601 1631 6552 9115 10607
27581,4630 1694 17955 14335 8223 3998 5294 7659 10232 4697
1891,10466 13927 4909 4976 6289 4098 5831 16303 4361 3922
17963,4190 10068 2826 5927 4687 5680 4346 661 7326 17567
11472,16303 4084 4119 8168 6881 6343 17791 11200 9431 3624
17062,6291 17870 6289 3996 2255 13922 7847 11734 7880 1715
12921,17288 4420 5044 5532 4431 9298 9655 9622 3830 3831
1524,5723 15800 11145 15813 15801 4182 5265 4205 5365 5403
4708,7600 17966 7192 7346 4844 1273 2810 11126 3842 7581
25607,1405 18100 3330 7579 12341 16691 2154 1105 14335 6758
2351,10783 8620 3571 5745 3622 3306 5766 125 8872 4802
23150,3571 3110 9446 8627 10812 8920 8635 4070 7602 9103
7492,5723 736 9013 3852 11 8382 7883 3653 9132 3566
27191,14036 14353 6446 6930 5296 4993 373 5419 15682 4995
2363,17863 8952 3831 7324 5455 5516 729 10141 18299 7495
17320,16584 5186 11733 15908 10444 9132 5204 9317 12571 2306
10345,5297 9103 3160 6368 4410 5165 5863 6334 14847 3830
1168,3831 725 8213 724 3568 7883 6918 5682 739 16103
5666,10783 7348 4844 5753 5147 10227 373 9126 10297 6324
15465,4538 3069 2989 5645 4200 1675 15183 6095 3077 4128
17751,10304 18154 7243 8542 9448 7602 7710 9202 10466 5192
24783,5133 3897 3588 8626 8186 16763 3654 4631 4637 4762
16815,3058 4719 3922 17780 5875 4384 4728 5275 5929 16268
19409,7576 5556 4722 4696 4714 1943 5887 6923 3834 8390
14573,6636 3903 8242 8945 4222 15658 1706 7584 6634 3114
30669,3848 5249 5184 17578 8486 4656 7661 5246 4717 4668
23641,4411 14320 3565 4057 17578 4119 14257 17268 6291 5918
10684,14319 4036 18128 6831 1170 8706 1415 15134 17171 16567
11999,14879 8643 18185 5625 8784 7657 3546 16849 4959 6343
17792,10849 5619 7602 15398 3654 10562 17661 3358 16416 1915
9891,6137 5072 7597 12532 3792 4723 5529 5752 6293 4687
20624,2208 15120 9752 6793 15114 15756 3322 17499 2207 14727
26310,13918 10296 2376 7703 8425 8534 5466 10115 9818 7339
26833,14746 7260 11 7174 6821 2724 15414 6394 7199 4806
14295,3877 6943 7504 4779 9713 9039 6228 5411 2301 5875
23570,6990 207 8666 256 3542 5100 11218 5101 11733 17140
12579,871 2992 5006 13812 16816 875 15342 10887 6780 16785
28380,3806 10105 15806 5008 6209 8232 8425 15892 4557 189
4278,9606 6809 12988 8712 74 1939 15045 12753 14205 3741
15196,6037 6404 7668 5296 13077 5297 5167 197 15503 15303
19300,17955 10055 1106 131 7182 15717 3101 5724 6901 15217
8696,5195 4119 3052 4880 6826 7348 4905 5213 5193 10104
14175,6791 8984 5927 10575 1013 8170 13790 13949 6526 14214
16741,4713 6901 4726 151 158 12229 6156 10232 5593 5143
13750,6699 7663 11734 735 5097 3866 13172 13388 8666 8853
8403,14353 5415 3568 5396 4827 10126 5417 8414 7581 9300
1782,143 4149 10227 11223 9477 5061 5191 4220 5189 5424
29542,6808 2395 5007 5006 8172 3928 4520 4629 6790 6806
29420,10179 5672 9103 8982 8533 8182 4355 8186 3603 11223
9094,5490 9510 10813 8347 4630 16207 3566 12952 13582 3806
8807,7581 7606 7640 3976 8638 18291 8223 10067 2586 4753
18074,5297 10227 4531 1212 8186 5722 17550 13825 7657 51
18104,6328 4446 14743 4217 16178 10636 8012 4102 4728 15707
1820,5669 4857 6159 3554 3558 4457 6520 8283 8794 5672
2528,6391 17967 8853 16617 5411 14847 12705 9043 67 5887
995,7594 5672 6926 7937 7607 6552 5189 7671 17547 10237
10533,4346 11734 7588 9128 9103 7589 17870 8694 8626 6776
3617,5475 1259 12357 1405 12358 6750 11833 3605 9014 11846
4494,151 4627 10380 3972 6884 7589 7883 155 3066 6834
27,3888 4762 15101 8075 9448 13325 4748 17996 7581 17559
23857,18136 95 10055 3617 16415 15801 5589 5175 18193 18154
3279,15656 15949 11149 9715 18073 5372 5490 14846 5370 5060
12849,10068 8473 4018 864 18343 10067 4481 7580 12873 3971
15418,9013 8535 5291 6209 5112 8214 4628 8567 17750 5296
2762,5897 8635 13202 594 12030 4279 8583 8725 3568 3641
426,3996 8179 18300 9303 4035 9229 187 13782 8186 9655
29005,6284 11333 9469 7250 4931 8380 6513 4275 15099 4932
5329,9461 15200 6763 7494 588 17620 8938 18167 5411 8213
20921,5005 17873 5142 13937 16247 5681 9019 3922 16750 9650
10991,4057 5611 620 3624 4693 16659 4249 143 5645 5347
25901,4983 13569 16281 8554 12874 12747 9453 5343 5020 12400
16463,5113 4634 14251 4228 8636 3968 5112 15596 17598 5115
16978,4845 7496 3852 14808 233 15796 11652 5455 16278 5682
6526,7310 6462 6477 11309 9228 5693 5044 5918 6228 18260
7768,9202 4408 5095 8855 14245 3565 7437 674 724 3805
19033,9002 4658 9477 6404 4656 3991 9752 4397 16578 9126
27545,17503 9461 18096 4696 7584 15118 5189 5160 13173 5192
14470,4418 6686 4623 8244 17584 12809 17140 1533 14867 15708
29345,194 15119 4658 15114 5114 4250 6948 724 15099 9265
8810,145 15800 4634 6880 7602 10078 6884 2525 187 2709
5702,7851 5404 8380 17998 14337 5619 6070 5590 5918 14196
1092,7174 11223 9242 9951 3744 4410 17951 4258 9947 7114
1466,8872 16144 5340 7422 8034 4169 10313 9446 11233 7192
25765,5712 10296 6203 15222 3531 6526 11844 8635 4034 9712
23976,8111 8011 10843 13184 5616 883 10055 9178 234 17559
10084,4410 4220 16179 5664 3982 5997 440 15013 2455 10948
23892,7354 7662 18098 4657 7174 2290 4057 4967 5680 9036
16214,345 5114 16185 6880 17668 3598 3418 10815 14241 13660
3831,18118 6807 8391 9093 3565 5847 3782 3848 572 17951
13108,4737 6489 8164 4702 4546 8163 834 10675 7241 18299
20043,10469 17740 5113 4149 14652 194 10077 4459 511 3321
1169,15458 9452 9206 5174 11946 18094 4272 7602 6995 9204
6723,18293 2379 5790 4258 11734 1617 13492 15154 18040 10458
24065,2289 5934 5607 5608 194 8244 15506 4623 15800 6404
14153,4976 17784 4437 8589 4057 6844 4191 3984 4968 4977
22448,4669 9126 3488 10914 15118 4784 10729 8203 18108 17840
8385,5086 7454 3806 17955 1009 3074 6844 6692 380 5700
8609,16200 5005 16240 12834 4085 6759 728 12702 13831 14065
2034,14029 8638 7651 6901 4376 10227 3971 7199 4361 18163
24422,6228 18260 7317 4128 8448 17934 10227 7931 532 4421
9217,2949 12698 7332 3601 17955 3445 17333 10284 10340 11288
17167,8745 5625 6740 6744 7217 6809 2055 2453 14774 6039
13285,737 8570 8935 8179 3541 13837 5276 5593 9002 4279
23830,4689 3611 4416 4662 5675 3105 3123 4346 5725 4081
26054,8478 17966 10430 5195 6948 6292 17558 4714 4028 15467
15286,10028 9204 3594 9205 9199 14530 2586 9208 3582 3593
29265,13918 8564 15350 7937 3993 15091 4806 7195 17788 8632
23752,4727 12258 13091 6943 9456 7704 6806 4717 4627 5156
11113,7598 6036 5206 5637 11729 4967 1787 15888 5187 3059
21187,4708 5270 4410 5611 4968 203 3860 4037 4561 3806
10387,4217 8707 18150 6276 8724 509 3902 8635 9303 6827
29283,17859 17995 3834 3922 4714 18320 18350 4218 23 4815
784,5433 12472 13621 6393 3566 5411 4343 3726 5378 15806
16195,9941 4048 6889 9098 5170 725 14880 724 7478 2453
17775,3635 4531 8259 1212 4480 5451 729 8213 4034 3637
9386,9978 11729 13817 15462 11316 4485 3976 968 8627 9
9553,10202 18360 6403 5304 10813 6641 13825 12080 7581 6392
16744,17955 4728 13849 2493 7687 4299 9732 7592 3786 13388
297,5508 144 3827 5610 5058 5562 5361 5887 12439 8982
4489,17598 9951 4129 5149 3245 8473 17767 156 10582 3531
13836,10138 7885 13112 7883 4033 1794 11491 5562 4361 7199
10874,15112 3877 10227 3884 15119 4770 9911 3879 10067 7887
1629,18100 2279 4037 10232 251 4358 16099 9714 7779 16096
27032,4314 6526 13590 5156 7663 4696 6798 10466 17580 13857
12398,11920 14847 11147 4968 11921 8505 11078 7664 5294 4023
1481,5562 3995 10232 66 8004 4291 6302 3805 5745 15055
7994,15122 10664 14461 10636 11101 13892 1810 2834 17955 7923
10548,9113 10158 4262 15091 17858 10464 9266 17369 6778 17862
4364,15203 8257 17974 13825 8031 16265 16579 5562 17934 5745
21360,7662 11191 3829 9939 14743 3831 12222 2677 4746 5696
11423,6866 4724 16293 6780 3066 17955 6798 9224 7123 5296
21308,3654 10055 4281 6229 12355 18153 2730 9303 6584 2301
2855,6328 4949 5457 121 4687 3896 4693 8506 4416 3993
21682,16746 16530 11254 5560 16182 8857 6808 2775 6159 16534
5894,16512 15854 10139 4474 8032 772 3738 15039 11550 8179
14723,11353 5645 17558 2573 6782 12892 7400 3961 4717 6292
26103,11920 7174 10078 1558 5142 10813 17791 18135 2920 10597
18113,15892 4968 3081 6510 8982 6521 8725 5296 197 189
24774,1034 10796 3565 3572 4284 16293 5130 5920 3423 3424
21814,9446 6685 3252 9334 197 9712 7608 5951 410 12469
23878,5529 12183 9080 3593 13189 8196 4219 17351 5710 1558
19289,12469 16584 5904 6757 8736 11933 14800 5213 4065 18350
19226,10078 3730 10230 6640 8478 1655 724 10142 4343 4933
10992,2370 64 12409 2301 737 12859 12357 13202 5561 3963
1307,7661 76 7362 8470 14407 5840 4684 6445 6806 7594
3088,4209 5899 4967 10849 10232 10077 8390 3775 5653 4845
13876,16154 15170 7404 8331 14516 76 18185 5297 9014 10174
3471,5350 6629 6074 11254 6793 18343 9649 10582 3726 17751
4029,5949 12469 9655 5206 643 4970 5143 17980 15338 5203
27034,8524 2428 9048 12107 15429 15892 5551 8513 2046 9035
15887,16349 17823 5184 227 10098 4656 5185 10222 6361 15228
1383,17748 13889 13135 15083 5147 13137 18078 10773 68 3601
23438,10063 4708 5942 5602 11218 4051 2545 7518 5949 5931
15097,5294 8936 12015 5112 11733 9143 13244 16730 8481 14780
7782,9060 17259 16097 17955 18031 15892 7195 5005 8306 15204
9480,7794 11128 2313 8156 6817 3934 1149 16768 14101 18303
4051,8641 7496 9448 4250 5174 5656 7192 4169 4695 6135
11452,3568 5174 4496 3565 5562 5897 4343 3572 4635 4775
28240,6793 13369 651 4771 2759 4396 15224 7672 14839 15604
10045,12638 5700 11944 10838 5726 66 12563 10085 5367 9132
8829,16924 13421 10808 9947 17066 11417 16878 4657 13419 13197
1188,5512 8331 4708 7516 14865 2518 5693 8336 3099 10958
2366,3542 4985 5520 12014 4983 2984 10466 9644 8513 5120
7855,6228 6555 10466 7594 6136 4976 3654 4785 5211 3655
5082,16321 11334 2740 3785 3805 6083 7692 16206 6393 14170
10161,16227 14249 10332 4902 2477 4361 4357 5512 9804 16728
11782,5147 15046 10227 10725 5722 10573 6703 6413 14902 8400
35,4015 4968 4967 5645 8506 3601 10466 6427 3337 6391
17686,6462 3637 7217 11205 5736 3643 7219 6135 3999 3928
28396,14852 18100 6762 12699 18073 8172 3541 6374 9103 4724
14951,15705 15536 5268 7459 1193 4214 1558 9870 13836 6807
23024,7662 4742 7496 3885 10011 18096 5602 127 9071 17668
2063,10726 7494 4720 9625 6650 4123 726 5191 9115 4759
776,4 3566 4790 813 6546 4770 5153 16313 6357 4713
28971,3717 13668 4657 5005 4352 10562 187 9035 8155 17531
13692,5815 18249 17565 18113 4209 6304 5537 5681 7597 232
19464,10908 3834 3655 4806 5586 5740 7342 11733 8828 13837
11364,4037 15150 5090 2807 5339 3536 10856 5089 5024 13894
2868,4410 1212 15931 4346 5624 7137 5095 7583 7 4747
23970,1058 17662 6798 194 17140 3254 11268 8179 6901 17951
13473,8982 3516 8283 14353 18135 9336 15907 13046 18168 724
30104,5222 4750 4458 6065 5865 17951 13500 4708 8952 5657
22409,7287 5044 70 3816 18299 3991 18300 7883 3830 18301
15231,7491 7490 6578 11222 6503 9726 4153 16135 6478 7489
12166,10227 4895 4977 9461 187 4623 4855 4000 7525 6391
7859,8519 8535 187 374 197 4687 14451 189 11695 8534
23794,18185 9017 4360 2983 3942 126 12032 5297 3830 3565
12424,1432 12761 12033 3085 4737 2957 8389 4755 3991 8982
7097,5113 10227 14460 4844 1485 3963 4068 5112 2360 10469
7636,7763 7139 5455 17639 8856 3992 5466 8855 7199 17951
287,15804 4689 13206 3561 10466 6817 7500 7174 3537 3393
26886,7584 10232 17790 4795 15385 5922 6641 9951 14843 11218
7144,6309 737 4769 6292 5695 4127 9939 5193 10144 8334
11121,7703 17953 5034 253 8473 3922 6806 17560 16211 16219
13621,17904 6516 6551 14251 6912 7576 6918 3731 4728 14839
20642,6359 10521 5327 4010 18300 5176 7135 5753 4034 6646
2599,6692 3897 17835 54 8668 5455 5166 189 8469 7192
10391,11303 16182 4000 4711 6513 4981 10078 9128 14754 15957
16283,3834 5932 6468 17778 1193 6721 5875 10945 4268 9037
5353,3879 7019 13825 5143 2085 9948 16817 3884 3464 13943
29909,15633 48 13090 3565 4218 4483 16584 12849 17763 10067
1989,8984 7661 7609 3511 4383 6267 5522 8380 4123 8638
12887,8470 3074 4807 16584 8852 189 1647 14875 5875 8430
9104,3199 3168 6329 15801 4053 4657 12981 4169 15800 6709
14982,10469 11697 8905 5695 6322 12037 3902 7354 4487 9948
217,14353 6218 8514 15198 7603 2662 3902 4361 4125 5387
21748,18097 14894 12897 1689 15045 4452 14465 11017 9605 2844
1780,5034 15106 6745 3541 5838 17873 4654 5296 7199 4454
23003,4489 4243 5895 2289 7580 3703 8481 2709 4984 6019
12339,10466 5007 4071 9448 11286 3566 5115 16339 4728 5455
4154,11391 3830 17955 5617 14852 4361 6885 3105 5322 7108
21370,6347 5700 8605 9044 6293 8388 18343 1521 2 2598
13643,8938 8448 6807 5671 14852 6694 4937 6463 4750 14173
4198,9456 5626 5693 14480 551 4219 5370 17595 3415 17597
23906,12661 7353 4480 66 4513 4127 17580 12849 5403 14250
6477,5560 9204 10469 17332 9199 12808 158 7642 295 18306
14083,372 5863 7671 1413 4341 10887 4108 9930 5324 3074
21335,7310 194 4280 17835 14353 10180 18343 10232 8508 18322
23143,3572 10227 647 4220 7416 7679 6404 5562 6373 4967
20603,12469 5331 8666 6434 5905 10843 7141 6758 8922 4051
17036,8636 7663 7640 8202 7138 3842 7114 7500 4358 4069
3602,6474 14203 15892 6481 3753 17748 16232 17332 14722 9394
2550,5142 8481 5143 10229 8008 7134 4279 5951 12194 6956
835,8481 1476 8414 11170 8309 5142 11820 12194 672 15102
13099,4506 4720 2738 14930 8984 5918 8702 4507 15114 3565
27445,11785 15114 7785 8396 8875 12815 15120 6018 8306 8309
9259,3571 6357 17650 4783 14353 8626 5277 6248 9277 8473
19639,10597 14852 7878 17357 15741 14313 7889 11221 1946 15740
12696,10974 9044 10068 11921 572 461 5481 3731 17451 5899
25088,9335 4968 8914 9051 9562 8483 6050 4731 9705 9334
28371,3571 647 2599 640 9921 736 7719 15309 15503 11782
7060,18304 4097 5602 18194 4037 10466 3624 17955 16185 66
20947,5664 7706 8308 4728 11393 2518 7594 3807 6359 14800
15857,9076 5590 12259 5179 6156 3611 376 10845 7880 2607
17124,4432 6273 18299 5645 8261 4237 4287 5302 3636 4207
11870,8789 7711 8667 3997 5612 5044 10055 12469 7594 17955
4739,151 3806 11218 14311 5365 5147 17998 7579 9046 389
4582,8635 15369 8455 4019 6798 6182 14353 5120 4024 6130
13395,8569 8567 3582 9470 10594 3566 6809 16656 17951 4693
11030,7887 9674 9084 4348 7885 16376 13046 1497 7883 18350
11128,7077 197 18097 3946 4860 17719 9714 6359 9227 16659
3254,6289 14800 8414 7195 17836 13535 10144 15503 2301 11172
9858,9259 14617 3899 6136 1617 7292 9293 4747 14946 10007
9924,8600 1944 4272 17752 197 5650 10227 6265 9514 7581
30000,6289 15720 3509 10142 2289 9714 9228 16221 6745 5142
1293,6349 7870 15755 8239 18185 5295 6915 17352 4806 4083
12217,14943 4384 5189 5301 9941 5191 18136 5898 3064 11268
477,18268 7953 3877 4653 9448 9202 11783 5661 8984 4048
26905,4280 9044 15114 8254 12469 7642 15119 4728 8853 10012
6784,10650 10041 7354 8481 6392 8380 187 8523 8567 8519
8217,18236 6825 737 4034 4284 17559 8417 6203 4770 7254
5371,7254 11517 11261 6650 7581 12849 8519 7937 9932 5951
13445,17603 6207 6005 3895 14852 4795 2103 17610 3704 12517
3199,3655 2341 16761 1755 16584 8620 1627 9204 10914 4929
11464,15100 15234 737 197 15645 8526 15102 3579 15099 3580
20509,8029 13667 11734 13672 13669 8030 13666 10748 739 13671
2109,5445 189 374 3413 6292 8535 197 8261 4209 11191
9099,3984 4019 3842 8526 4929 8570 727 8833 13215 5720
7256,18316 10035 6709 10219 8564 9712 1349 700 8074 1694
12638,10232 4985 10039 4219 9186 552 3145 9459 13174 4207
22921,11733 9051 5276 8086 7581 8567 3827 11787 5746 5562
20168,8318 6793 16750 3999 12249 17642 12923 6799 3806 10502
25501,3592 5184 7581 8640 3604 6203 9334 3597 8935 15801
25701,4612 3998 8833 5954 3831 194 5951 4844 6074 10466
3475,9204 9446 9448 8423 4360 18102 15104 6289 10937 10067
20880,7325 8483 15623 6426 5297 5085 6866 3896 4420 8982
10371,3883 5472 3148 7657 6209 6289 8638 8627 6202 10562
5909,17951 10969 2484 6769 2661 16794 11734 12768 2506 7496
1160,5005 4094 12051 6552 13551 13036 5406 4777 3100 16805
12021,4217 15401 9262 3891 14301 8266 9260 9259 12355 9263
19417,17136 7465 6090 4325 595 5720 11220 11733 8399 6504
29933,75 4361 5294 20 4619 4362 3972 7633 16374 968
13310,8385 9106 15183 546 7668 10055 2585 14772 4657 18243
14081,9886 11473 10850 3922 4884 3954 18154 5005 4547 13930
8738,4640 8312 3942 4048 1498 6638 4035 10870 5001 6650
18371,5276 16168 4199 4396 8567 8565 7346 12525 6228 8425
14886,3928 1647 4018 4179 9469 4619 9044 11300 4082 15101
4566,6176 6291 14959 121 3897 2301 8714 5142 9264 4691
17542,6650 4952 8664 9043 9048 6291 5455 7199 4205 5922
7479,5610 5139 18181 8656 6235 5276 7457 586 2301 8638
30502,1212 3897 5589 8481 4243 3542 8567 5291 13838 131
11411,14644 6866 6531 16659 5370 6670 7354 14642 16167 17785
2790,7687 10166 3731 8569 1701 17318 13042 66 6411 5983
1645,5297 10117 10098 6880 18340 6824 4416 1462 15141 17392
19527,4948 7674 3368 3815 246 4014 2698 5113 5610 4959
4173,5010 4139 10585 4065 5135 1872 4024 15449 7192 5645
19957,8627 13174 3601 10089 4404 10829 12000 10078 9461 9948
15841,8564 3385 18201 8563 13273 15763 18175 14207 10067 14995
22201,8983 14847 12903 799 8090 582 10973 207 642 10263
9175,4233 4720 5185 3568 10285 4719 16345 6231 5672 5715
3895,9477 16750 9075 8455 5276 10157 3077 8565 8858 18073
4680,8666 9948 383 8530 12469 8203 8841 8008 10124 5518
